-69.26,-5.19,58.87,122.94,187,251.06,315.13,379.19,443.26,507.32,571.39,635.45,699.51,763.58,827.64,891.71,955.77,1019.83,1083.9,1147.96,1212.03,1276.09,1340.16,1404.22,1468.28,1532.35,1596.41,1660.48,1724.54,1788.61,1852.67,1916.73,1980.8,2044.86,2108.93,2172.99,2237.05,2301.12,2365.18,2429.25,2493.31,2557.38,2621.44,2685.5,2749.57,2813.63,2877.7,2941.76,3005.83,3069.89,3133.95,3198.02,3262.08,3326.15,3390.21,3454.27,3518.34,3582.4,3646.47,3710.53,3774.6,3838.66,3902.72,3966.79,4030.85,4094.92,4158.98,4223.05,4287.11,4351.17,4415.24,4479.3,4543.37,4607.43,4671.5,4735.56,4799.62,4863.69,4927.75,4991.82,5055.88,5119.94,5184.01,5248.07,5312.14,5376.2,5440.27,5504.33,5568.39,5632.46,5696.52,5760.59,5824.65,5888.72,5952.78,6016.84,6080.91,6144.97,6209.04,6273.1,6337.16
-76.03,-10.39,55.25,120.9,186.54,252.19,317.83,383.47,449.12,514.76,580.41,646.05,711.69,777.34,842.98,908.63,974.27,1039.91,1105.56,1171.2,1236.84,1302.49,1368.13,1433.78,1499.42,1565.06,1630.71,1696.35,1762,1827.64,1893.28,1958.93,2024.57,2090.21,2155.86,2221.5,2287.15,2352.79,2418.43,2484.08,2549.72,2615.37,2681.01,2746.65,2812.3,2877.94,2943.58,3009.23,3074.87,3140.52,3206.16,3271.8,3337.45,3403.09,3468.74,3534.38,3600.02,3665.67,3731.31,3796.96,3862.6,3928.24,3993.89,4059.53,4125.17,4190.82,4256.46,4322.11,4387.75,4453.39,4519.04,4584.68,4650.33,4715.97,4781.61,4847.26,4912.9,4978.54,5044.19,5109.83,5175.48,5241.12,5306.76,5372.41,5438.05,5503.7,5569.34,5634.98,5700.63,5766.27,5831.92,5897.56,5963.2,6028.85,6094.49,6160.13,6225.78,6291.42,6357.07,6422.71,6488.35
-82.98,-15.84,51.3,118.44,185.58,252.72,319.86,387,454.14,521.28,588.42,655.56,722.69,789.83,856.97,924.11,991.25,1058.39,1125.53,1192.67,1259.81,1326.95,1394.09,1461.23,1528.37,1595.51,1662.65,1729.79,1796.93,1864.07,1931.21,1998.35,2065.49,2132.63,2199.77,2266.91,2334.05,2401.19,2468.32,2535.46,2602.6,2669.74,2736.88,2804.02,2871.16,2938.3,3005.44,3072.58,3139.72,3206.86,3274,3341.14,3408.28,3475.42,3542.56,3609.7,3676.84,3743.98,3811.12,3878.26,3945.4,4012.54,4079.68,4146.82,4213.95,4281.09,4348.23,4415.37,4482.51,4549.65,4616.79,4683.93,4751.07,4818.21,4885.35,4952.49,5019.63,5086.77,5153.91,5221.05,5288.19,5355.33,5422.47,5489.61,5556.75,5623.89,5691.03,5758.17,5825.31,5892.44,5959.58,6026.72,6093.86,6161,6228.14,6295.28,6362.42,6429.56,6496.7,6563.84,6630.98
-90.09,-21.53,47.03,115.58,184.14,252.7,321.25,389.81,458.37,526.92,595.48,664.04,732.6,801.15,869.71,938.27,1006.82,1075.38,1143.94,1212.49,1281.05,1349.61,1418.16,1486.72,1555.28,1623.84,1692.39,1760.95,1829.51,1898.06,1966.62,2035.18,2103.73,2172.29,2240.85,2309.4,2377.96,2446.52,2515.08,2583.63,2652.19,2720.75,2789.3,2857.86,2926.42,2994.97,3063.53,3132.09,3200.65,3269.2,3337.76,3406.32,3474.87,3543.43,3611.99,3680.54,3749.1,3817.66,3886.21,3954.77,4023.33,4091.89,4160.44,4229,4297.56,4366.11,4434.67,4503.23,4571.78,4640.34,4708.9,4777.45,4846.01,4914.57,4983.13,5051.68,5120.24,5188.8,5257.35,5325.91,5394.47,5463.02,5531.58,5600.14,5668.69,5737.25,5805.81,5874.37,5942.92,6011.48,6080.04,6148.59,6217.15,6285.71,6354.26,6422.82,6491.38,6559.93,6628.49,6697.05,6765.61
-97.35,-27.44,42.46,112.36,182.26,252.16,322.06,391.96,461.86,531.76,601.66,671.56,741.47,811.37,881.27,951.17,1021.07,1090.97,1160.87,1230.77,1300.67,1370.57,1440.47,1510.38,1580.28,1650.18,1720.08,1789.98,1859.88,1929.78,1999.68,2069.58,2139.48,2209.38,2279.29,2349.19,2419.09,2488.99,2558.89,2628.79,2698.69,2768.59,2838.49,2908.39,2978.29,3048.2,3118.1,3188,3257.9,3327.8,3397.7,3467.6,3537.5,3607.4,3677.3,3747.21,3817.11,3887.01,3956.91,4026.81,4096.71,4166.61,4236.51,4306.41,4376.31,4446.21,4516.12,4586.02,4655.92,4725.82,4795.72,4865.62,4935.52,5005.42,5075.32,5145.22,5215.12,5285.03,5354.93,5424.83,5494.73,5564.63,5634.53,5704.43,5774.33,5844.23,5914.13,5984.03,6053.94,6123.84,6193.74,6263.64,6333.54,6403.44,6473.34,6543.24,6613.14,6683.04,6752.94,6822.85,6892.75
-104.74,-33.57,37.61,108.79,179.96,251.14,322.31,393.49,464.67,535.84,607.02,678.2,749.37,820.55,891.72,962.9,1034.08,1105.25,1176.43,1247.61,1318.78,1389.96,1461.13,1532.31,1603.49,1674.66,1745.84,1817.02,1888.19,1959.37,2030.54,2101.72,2172.9,2244.07,2315.25,2386.43,2457.6,2528.78,2599.95,2671.13,2742.31,2813.48,2884.66,2955.83,3027.01,3098.19,3169.36,3240.54,3311.72,3382.89,3454.07,3525.24,3596.42,3667.6,3738.77,3809.95,3881.13,3952.3,4023.48,4094.65,4165.83,4237.01,4308.18,4379.36,4450.54,4521.71,4592.89,4664.06,4735.24,4806.42,4877.59,4948.77,5019.95,5091.12,5162.3,5233.47,5304.65,5375.83,5447,5518.18,5589.35,5660.53,5731.71,5802.88,5874.06,5945.24,6016.41,6087.59,6158.76,6229.94,6301.12,6372.29,6443.47,6514.65,6585.82,6657,6728.17,6799.35,6870.53,6941.7,7012.88
-112.27,-39.88,32.5,104.89,177.28,249.66,322.05,394.44,466.83,539.21,611.6,683.99,756.38,828.76,901.15,973.54,1045.92,1118.31,1190.7,1263.09,1335.47,1407.86,1480.25,1552.63,1625.02,1697.41,1769.8,1842.18,1914.57,1986.96,2059.34,2131.73,2204.12,2276.51,2348.89,2421.28,2493.67,2566.05,2638.44,2710.83,2783.22,2855.6,2927.99,3000.38,3072.77,3145.15,3217.54,3289.93,3362.31,3434.7,3507.09,3579.48,3651.86,3724.25,3796.64,3869.02,3941.41,4013.8,4086.19,4158.57,4230.96,4303.35,4375.73,4448.12,4520.51,4592.9,4665.28,4737.67,4810.06,4882.44,4954.83,5027.22,5099.61,5171.99,5244.38,5316.77,5389.15,5461.54,5533.93,5606.32,5678.7,5751.09,5823.48,5895.87,5968.25,6040.64,6113.03,6185.41,6257.8,6330.19,6402.58,6474.96,6547.35,6619.74,6692.12,6764.51,6836.9,6909.29,6981.67,7054.06,7126.45
-119.92,-46.39,27.15,100.69,174.23,247.77,321.3,394.84,468.38,541.92,615.46,688.99,762.53,836.07,909.61,983.14,1056.68,1130.22,1203.76,1277.3,1350.83,1424.37,1497.91,1571.45,1644.98,1718.52,1792.06,1865.6,1939.14,2012.67,2086.21,2159.75,2233.29,2306.83,2380.36,2453.9,2527.44,2600.98,2674.51,2748.05,2821.59,2895.13,2968.67,3042.2,3115.74,3189.28,3262.82,3336.35,3409.89,3483.43,3556.97,3630.51,3704.04,3777.58,3851.12,3924.66,3998.19,4071.73,4145.27,4218.81,4292.35,4365.88,4439.42,4512.96,4586.5,4660.04,4733.57,4807.11,4880.65,4954.19,5027.72,5101.26,5174.8,5248.34,5321.88,5395.41,5468.95,5542.49,5616.03,5689.56,5763.1,5836.64,5910.18,5983.72,6057.25,6130.79,6204.33,6277.87,6351.41,6424.94,6498.48,6572.02,6645.56,6719.09,6792.63,6866.17,6939.71,7013.25,7086.78,7160.32,7233.86
-127.69,-53.06,21.57,96.21,170.84,245.47,320.1,394.73,469.36,544,618.63,693.26,767.89,842.52,917.16,991.79,1066.42,1141.05,1215.68,1290.31,1364.95,1439.58,1514.21,1588.84,1663.47,1738.11,1812.74,1887.37,1962,2036.63,2111.26,2185.9,2260.53,2335.16,2409.79,2484.42,2559.06,2633.69,2708.32,2782.95,2857.58,2932.21,3006.85,3081.48,3156.11,3230.74,3305.37,3380.01,3454.64,3529.27,3603.9,3678.53,3753.16,3827.8,3902.43,3977.06,4051.69,4126.32,4200.96,4275.59,4350.22,4424.85,4499.48,4574.12,4648.75,4723.38,4798.01,4872.64,4947.27,5021.91,5096.54,5171.17,5245.8,5320.43,5395.07,5469.7,5544.33,5618.96,5693.59,5768.22,5842.86,5917.49,5992.12,6066.75,6141.38,6216.02,6290.65,6365.28,6439.91,6514.54,6589.17,6663.81,6738.44,6813.07,6887.7,6962.33,7036.97,7111.6,7186.23,7260.86,7335.49
-135.57,-59.89,15.78,91.45,167.12,242.8,318.47,394.14,469.82,545.49,621.16,696.83,772.51,848.18,923.85,999.52,1075.2,1150.87,1226.54,1302.21,1377.89,1453.56,1529.23,1604.91,1680.58,1756.25,1831.92,1907.6,1983.27,2058.94,2134.61,2210.29,2285.96,2361.63,2437.3,2512.98,2588.65,2664.32,2739.99,2815.67,2891.34,2967.01,3042.69,3118.36,3194.03,3269.7,3345.38,3421.05,3496.72,3572.39,3648.07,3723.74,3799.41,3875.08,3950.76,4026.43,4102.1,4177.78,4253.45,4329.12,4404.79,4480.47,4556.14,4631.81,4707.48,4783.16,4858.83,4934.5,5010.17,5085.85,5161.52,5237.19,5312.87,5388.54,5464.21,5539.88,5615.56,5691.23,5766.9,5842.57,5918.25,5993.92,6069.59,6145.26,6220.94,6296.61,6372.28,6447.96,6523.63,6599.3,6674.97,6750.65,6826.32,6901.99,6977.66,7053.34,7129.01,7204.68,7280.35,7356.03,7431.7
